Title (OPTIONAL),English Content,Gujurati Content,Transliteration Content,Gujarati Audio URL,Value,Sanskrit Content,Sanskrit Audio URL,Tier (Satsang Diksha Only)
Shloka 147-148,"Swaminarayan Bhagwan is the all-doer, supreme entity and controller. I have his association here in person. For this very reason, I am joyous, greatly fortunate, fulfilled, without doubts and worries, and forever blissful.","આ સ્વામિનારાયણ ભગવાન સર્વકર્તાહર્તા છે, સર્વોપરી છે, નિયામક છે. તેઓ મને અહીં પ્રત્યક્ષ મળ્યા છે. આથી જ હું ધન્ય છું, પરમ ભાગ્યશાળી છું, કૃતાર્થ છું, નિઃશંક છું, નિશ્ચિંત છું અને સદા સુખી છું.","Ā Swāminārāyaṇ Bhagwān sarva-kartā-hartā chhe, sarvoparī chhe, niyāmak chhe. Teo mane ahī pratyakṣh maḷyā chhe. Āthī ja hu dhanya chhu, param bhāgyashāḷī chhu, kṛutārth chhu, nihshank chhu, nishchint chhu ane sadā sukhī chhu.",https://baps.box.com/shared/static/1plr3wpte0o0oo4tpa4h6984qzrxof0h.mp3,2,"Kartā’yam sarva-hartā’yam sarvopari niyāmakaha ।
Pratyakṣham iha labdho me Swāminārāyaṇo Harihi ॥147॥
At evā’smi dhanyo’ham parama-bhāgyavān aham ।
Kṛutārthash-chaiva nihshanko nishchinto’smi sadā sukhī ॥148॥",https://baps.box.com/shared/static/4krk4kngywpyvzfy8kobahkunff0eej2.mp3,shastri
Shloka 149,"In this way, with a composed mind, one should reflect daily on one’s divine attainment of Paramatma, his greatness and [attaining] his pleasure. ","આ રીતે પરમાત્માની દિવ્ય પ્રાપ્તિનું, મહિમાનું તથા તેમની પ્રસન્નતાનું ચિંતન દરરોજ સ્થિર ચિત્તે કરવું.","Ā rīte Paramātmānī divya prāptinu, mahimānu tathā temanī prasannatānu chintan dar-roj sthir chitte karavu.",https://baps.box.com/shared/static/m9l54by0v3dwinods491etb1jd8ojybc.mp3,1,"Evam prāpter mahimnash-cha pratyaham pari-chintanam ।
Prabhoh prasannatāyāsh-cha kāryam sthireṇa chetasā ॥149॥",https://baps.box.com/shared/static/u0yq0znzdmcclgjj99px7324ht9st99d.mp3,shastri
Shloka 150,"Realizing one’s ātmā to be distinct from the three bodies, the three states, and the three qualities, one should every day believe oneself as being one with Aksharbrahman.","પોતાના આત્માને ત્રણ દેહ, ત્રણ અવસ્થા તથા ત્રણ ગુણથી જુદો સમજી તેની અક્ષરબ્રહ્મ સાથે એકતાની વિભાવના પ્રતિદિન કરવી.","Potānā ātmāne traṇ deh, traṇ avasthā tathā traṇ guṇthī judo samajī tenī Akṣharbrahma sāthe ekatānī vibhāvanā pratidin karavī.",https://baps.box.com/shared/static/chmlso039dshwge0842niz8rxjvqhcqu.mp3,1,"Deha-traya-tryavasthāto gnātvā bhedam guṇa-trayāt ।
Svātmano Brahmaṇaikatvam prati-dinam vibhāvayet ॥150॥",https://baps.box.com/shared/static/thoqhu1eldhkws2797wva90vwkirbh1r.mp3,shastri
Shloka 151,"Daily, one should reflect on the impermanent nature of the world and on one’s ātmā as eternal and sachchidānand. ",દરરોજ જગતના નાશવંતપણાનું અનુસંધાન કરવું અને પોતાના આત્માની નિત્યતા તથા સચ્ચિદાનંદપણાનું ચિંતવન કરવું.,Dar-roj jagatnā nāshavant-paṇānu anusandhān karavu ane potānā ātmānī nityatā tathā sachchidānand-paṇānu chintavan karavu.,https://baps.box.com/shared/static/zypqwkb5bnbsnlhuw6jrp9g4l6h54rmd.mp3,1,"Pratyaham anusandheyā jagato nāsha-shīlatā ।
Svātmano nityatā chintyā sach-chid-ānanda-rūpatā ॥151॥",https://baps.box.com/shared/static/q44otiex8swh7wjpd7ure15hevxe0qvb.mp3,shastri
Shloka 152,"One should understand that all which has happened,
which is happening, and which will happen is solely due to Swaminarayan Bhagwan’s will and only for my benefit.","જે થઈ ગયું છે, થઈ રહ્યું છે અને જે કાંઈ આગળ થશે તે બધું જ સ્વામિનારાયણ ભગવાનની ઇચ્છાથી મારા હિત માટે જ થયું છે એમ માનવું.","Je thaī gayu chhe, thaī rahyu chhe ane je kānī āgaḷ thashe te badhu ja Swāminārāyaṇ Bhagwānnī ichchhāthī mārā hit māṭe ja thayu chhe em mānavu.",https://baps.box.com/shared/static/7xn52fmdgg9wsft7gzqt8jtllvnlc3jl.mp3,1,"Bhūtam yach-cha bhavad yach-cha yad-evā’gre bhaviṣhyati ।
Sarvam tan me hitāyaiva Swāminārāyaṇechchhayā ॥152॥",https://baps.box.com/shared/static/4bqpgeo23lxtg4g2lohtku68oubep1a6.mp3,shastri
Shloka 153,One should daily pray to Swaminarayan Bhagwan and the Brahmaswarup guru with faith and devotion.,સ્વામિનારાયણ ભગવાન તથા બ્રહ્મસ્વરૂપ ગુરુને પ્રતિદિન વિશ્વાસ અને ભક્તિભાવથી પ્રાર્થના કરવી.,Swāminārāyaṇ Bhagwān tathā brahmaswarūp gurune pratidin vishvās ane bhakti-bhāvthī prārthanā karavī.,https://baps.box.com/shared/static/r7f82xw41ypnt0qoun7td9zg33h5rd1t.mp3,1,"Prārthanam pratyaham kuryād vishvāsa-bhakti-bhāvataha ।
Guror Brahmaswarūpasya Swāminārāyaṇa-Prabhoho ॥153॥",https://baps.box.com/shared/static/vbyiwpbp896efc44f4tvd4twqz9uyvoo.mp3,shastri
Shloka 154,"When one experiences impulses of egotism, jealousy, lust, anger, and other base instincts, one should calmly reflect: ‘I am akshar; I am a servant of Purushottam.’","માન, ઈર્ષ્યા, કામ, ક્રોધ ઇત્યાદિ દોષોનો આવેગ આવે ત્યારે ‘હું અક્ષર છું, પુરુષોત્તમનો દાસ છું’ એમ શાંત મને ચિંતવન કરવું.","Mān, īrṣhyā, kām, krodh ityādi doṣhono āveg āve tyāre ‘Hu Akṣhar chhu, Puruṣhottamno dās chhu’ em shānt mane chintavan karavu.",https://baps.box.com/shared/static/8iw2tbbxjy86opprf2ljd56qkbroxcj8.mp3,1,"Mānerṣhyā-kāma-krodhādi-doṣhā’vego bhavet tadā ।
Akṣharam-aham ityādi shānta-manā vichintayet ॥154॥",https://baps.box.com/shared/static/7026t4nupj83dj6fv56dmesvjquwzyf5.mp3,shastri
Shloka 155,"Also, one should remain strong in the belief that Swaminarayan Bhagwan himself, who is the destroyer of all base instincts, is always with me.",અને સર્વ દોષોનું નિવારણ કરનારા સાક્ષાત્ સ્વામિનારાયણ ભગવાન સદૈવ મારી સાથે છે એમ બળ રાખવું.,Ane sarva doṣhonu nivāraṇ karanārā sākṣhāt Swāminārāyaṇ Bhagwān sadaiv mārī sāthe chhe em baḷ rākhavu.,https://baps.box.com/shared/static/8totbb8uykf2zht4f1uw70byy65rvr4j.mp3,1,"Mayā saha sadaivā’sti sarva-doṣha-nivārakaha ।
Swāminārāyaṇah sākṣhād evam balam cha dhārayet ॥155॥",https://baps.box.com/shared/static/4pyopnislnpgs1y159axyt0ge9tdjv1e.mp3,shastri
Shloka 156-157,One should always observe swadharma and renounce pardharma. Swadharma means to observe the commands of Bhagwan and the guru. The wise mumukshu should realize that pardharma is disregarding their instructions and acting wilfully.,સ્વધર્મનું સદા પાલન કરવું. પરધર્મનો ત્યાગ કરવો. ભગવાન અને ગુરુની આજ્ઞાનું પાલન કરવું તે સ્વધર્મ છે. તેમની આજ્ઞાનો ત્યાગ કરી પોતાના મનનું ધાર્યું કરવામાં આવે તેને વિવેકી મુમુક્ષુએ પરધર્મ જાણવો.,Swadharmanu sadā pālan karavu. Par-dharmano tyāg karavo. Bhagwān ane gurunī āgnānu pālan karavu te swadharma chhe. Temanī āgnāno tyāg karī potānā mannu dhāryu karavāmā āve tene vivekī mumukṣhue par-dharma jāṇavo.,https://baps.box.com/shared/static/57zownvvcr2iv9vo5rythqwe617f07m1.mp3,2,"Sva-dharmam pālayen-nityam para-dharmam pari-tyajet ।
Sva-dharmo Bhagavad-gurvor āgnāyāh pari-pālanam ॥156॥
Tad-āgnām yat pari-tyajya kriyate sva-mano-dhṛutam ।
Para-dharmah sa vigneyo vivekibhir mumukṣhubhihi ॥157॥",https://baps.box.com/shared/static/rkfon0wlasftur2setbuderh61ql0ol2.mp3,shastri
Shloka 158,"One should avoid even [apparently] beneficial actions that impede devotion, transgress the niyams of satsang or cause one to lapse from dharma. ","જે કર્મ ફળ આપે તેવું હોય તેમ છતાં ભક્તિમાં બાધ કરતું હોય, સત્સંગના નિયમથી વિરુદ્ધ હોય તથા જે આચરવાથી ધર્મનો લોપ થતો હોય તેવા કર્મનું આચરણ ન કરવું.","Je karma faḷ āpe tevu hoy tem chhatā bhaktimā bādh karatu hoy, satsangnā niyamthī viruddha hoy tathā je ācharavāthī dharmano lop thato hoy tevā karmanu ācharaṇ na karavu.",https://baps.box.com/shared/static/d380vbv2xyuvuc7yp8fvbwo8ol0knusd.mp3,1,"Satsanga-niyamād yaddhi viruddham dharma-lopakam ।
Fala-dam api nā’charyam bhaved yad bhakti-bādhakam ॥158॥",https://baps.box.com/shared/static/qyobc2okbehn5155elgi3xds8ovqmxkn.mp3,shastri
Shloka 159,"One should offer appropriate respect to those who are senior in age, possess greater wisdom or are more virtuous by bowing reverently, using polite speech and expressing other forms of regard. ","વયે કરીને, જ્ઞાને કરીને કે ગુણે કરીને જે મોટા હોય તેમનું આદર થકી પ્રણામ તથા મધુરવચનાદિકે કરીને યથોચિત સન્માન કરવું.","Vaye karīne, gnāne karīne ke guṇe karīne je moṭā hoy temanu ādar thakī praṇām tathā madhur-vachanādike karīne yathochit sanmān karavu.",https://baps.box.com/shared/static/fbw2usc3a8ktswtjxnne3rrmwqdast5o.mp3,1,"Ādareṇa praṇāmaish-cha madhura-vachanādibhihi ।
Yatho-chitam hi sanmānyā vṛuddhā gnāna-vayo-guṇaihi ॥159॥",https://baps.box.com/shared/static/5a39vph8jljjhk2xde15sqa3ng0lg6m1.mp3,shastri
Shloka 160,"One should always respect the learned, seniors and teachers. According to one’s capacity, one should honour them with good words and other such deeds. ","વિદ્વાનો, વડીલો તથા અધ્યાપકોને સદા આદર આપવો. સારાં વચન આદિ ક્રિયાઓ દ્વારા પોતાની શક્તિ પ્રમાણે તેમનો સત્કાર કરવો.","Vidvāno, vaḍīlo tathā adhyāpakone sadā ādar āpavo. Sārā vachan ādi kriyāo dvārā potānī shakti pramāṇe temano satkār karavo.",https://baps.box.com/shared/static/r6qr5db9w3n0dzth8nx75jczfbn406wy.mp3,1,"Sadaivā’daraṇīyā hi vidvad-variṣhṭha-shikṣhakāhā ।
Yathā-shakti cha sat-kāryāh sādhu-vādādi-karmaṇā ॥160॥",https://baps.box.com/shared/static/5b813iwfmlo0ggzrwth6mnx9v6mt478q.mp3,shastri
Shloka 161,"One should address each individual according to their virtues, achievements and other merits. One should encourage them in noble works according to their abilities.",વ્યક્તિના ગુણ તથા કાર્ય આદિને અનુસારે તેનું સંબોધન કરવું. યથાશક્તિ તેને સારાં કાર્યોમાં પ્રોત્સાહન આપવું.,Vyaktinā guṇ tathā kārya ādine anusāre tenu sambodhan karavu. Yathāshakti tene sārā kāryomā protsāhan āpavu.,https://baps.box.com/shared/static/3n7ehyew3eupfq7w5mh1sowz1zfa65el.mp3,1,"Jana-sambodhanam kuryād yathā-kārya-guṇādikam ।
Samvardhayet tad-utsāham yathā-shakti su-karmasu ॥161॥",https://baps.box.com/shared/static/bfbit7rikpnym93dclbf002svhb1wzvi.mp3,shastri
Shloka 162,"One should speak words which are true, beneficial and loving. One should never falsely accuse any individual.","સત્ય, હિત અને પ્રિય વાણી બોલવી. કોઈ મનુષ્યની ઉપર ક્યારેય મિથ્યા અપવાદનું આરોપણ ન કરવું.","Satya, hit ane priya vāṇī bolavī. Koī manuṣhyanī upar kyārey mithyā apavādnu āropaṇ na karavu.",https://baps.box.com/shared/static/2fdmnhivlbwu0aico7xrppvec7he1bfk.mp3,1,"Satyām vaded hitām chaiva vaded vāṇīm priyām tathā ।
Mithyā’ropyo’pavādo na kasminsh-chit karhichij-jane ॥162॥",https://baps.box.com/shared/static/4hkjbeb7u4rgfnihsckac6x1rrm11ydz.mp3,shastri
Shloka 163,"One should never utter unpleasant speech that is offensive, hurts its listener and is defamatory, harsh or hateful. ","અપશબ્દોથી યુક્ત, સાંભળનારને દુઃખ કરે તેવી, નિંદ્ય, કઠોર અને દ્વેષ ભરેલી કુત્સિત વાણી ન બોલવી.","Apshabdothī yukta, sāmbhaḷnārne dukh kare tevī, nindya, kaṭhor ane dveṣh bharelī kutsit vāṇī na bolavī.",https://baps.box.com/shared/static/f25xyqwdztcnqw1cz483uman05hy9m28.mp3,1,"Na vadet kutsitām vācham apa-shabda-kalankitām ।
Shrotṛu-dukha-karīm nindyām kaṭhorām dveṣha-garbhiṇīm ॥163॥",https://baps.box.com/shared/static/wz571ulowapm9rqs6oeqwjf8oms6ive4.mp3,shastri
Shloka 164,"One should never speak untruth. One should express truth that is beneficial, but not utter even truth that may harm others.",અસત્ય ક્યારેય ન બોલવું. હિત કરે તેવું સત્ય બોલવું. અન્યનું અહિત કરે તેવું સત્ય પણ ન બોલવું.,Asatya kyārey na bolavu. Hit kare tevu satya bolavu. Anyanu ahit kare tevu satya paṇ na bolavu.,https://baps.box.com/shared/static/ofkjijornufd0ouqhmhp40ixdf413ahc.mp3,1,"Asatyam na vadet kvāpi vadet satyam hitā’vaham ।
Satyam api vaden-naiva yat syād anyā’hitā’vaham ॥164॥",https://baps.box.com/shared/static/5o5boc5uz5ol1uy4joyc4lp4rfs7wh4o.mp3,shastri
Shloka 165,One should never speak of another’s drawbacks or flaws. Doing so causes unrest and results in the displeasure of Bhagwan and the guru. ,ક્યારેય કોઈના અવગુણ કે દોષની વાત ન કરવી. એમ કરવાથી અશાંતિ થાય અને ભગવાન તથા ગુરુનો કુરાજીપો થાય.,Kyārey koīnā avaguṇ ke doṣhnī vāt na karavī. Em karavāthī ashānti thāy ane Bhagwān tathā guruno kurājīpo thāy.,https://baps.box.com/shared/static/90gps4d8qkehy4fzg0ytpurgorxx2bss.mp3,1,"Anyā’vaguṇa-doṣhādi-vārtām kadā’pi nochcharet ।
Tathā kṛute tvashāntih syād aprītish-cha Harer guroho ॥165॥",https://baps.box.com/shared/static/z6op4pqqhssb5nf8ynkm95dz83t0sdqc.mp3,shastri
Shloka 166,"If extremely necessary, it is acceptable to convey the truth with pure intent to an authorized person.",અત્યંત આવશ્યક હોય તો પરિશુદ્ધ ભાવનાથી અધિકૃત વ્યક્તિને સત્ય કહેવામાં દોષ નથી.,Atyant āvashyak hoy to parishuddha bhāvanāthī adhikṛut vyaktine satya kahevāmā doṣh nathī.,https://baps.box.com/shared/static/k40w2v7isagpbt2o8rcy8maxonhd8ytj.mp3,1,"Atyantā’vashyake nūnam pari-shuddhena bhāvataha ।
Satya-proktau na doṣhah syād adhikāra-vatām puraha ॥166॥",https://baps.box.com/shared/static/iri1nkgc8l20tr8zgtxhcsf95ngky61f.mp3,shastri
Shloka 167,One should never act or think in a way that is hurtful or damaging to others or that increases conflict.,"જેણે કરીને અન્યનું અહિત થાય, તેને દુઃખ થાય કે ક્લેશ વધે તેવા આચાર કે વિચાર ક્યારેય ન કરવા.","Jeṇe karīne anyanu ahit thāy, tene dukh thāy ke klesh vadhe tevā āchār ke vichār kyārey na karavā.",https://baps.box.com/shared/static/vuokcflfso4kdcm22stx6g3fbxl0yi21.mp3,1,"Āchāro vā vichāro vā tādṛuk kāryo na karhichit ।
Anyeṣhām ahitam dukham yena syāt klesha-vardhanam ॥167॥",https://baps.box.com/shared/static/y566gv9c9x6el4keiz4agmisls5cpoxr.mp3,shastri
Shloka 168,"With suhradaybhāv, recollect the virtues of devotees. One should never view their flaws or offend them in any way.",સુહૃદયભાવ રાખી ભક્તોના શુભ ગુણોને સંભારવા. તેમનો અવગુણ ન લેવો અને કોઈ રીતે દ્રોહ ન કરવો.,Suhṛudaybhāv rākhī bhaktonā shubh guṇone sambhāravā. Temano avaguṇ na levo ane koī rīte droh na karavo.,https://baps.box.com/shared/static/xn53kpafmvb3mwerhxv501mw985xmsn4.mp3,1,"Suhṛad-bhāvena bhaktānām shubha-guṇa-gaṇān smaret ।
Na grāhyo’vaguṇas-teṣhām drohah kāryo na sarvathā ॥168॥",https://baps.box.com/shared/static/2o26jsiumu17l163opfh0sygek34wq3j.mp3,shastri
Shloka 169,"In happy times do not get carried away and in unhappy times do not become discouraged, since everything occurs by Swaminarayan Bhagwan’s wish.",સુખમાં છકી ન જવું અને દુઃખમાં ઉદ્વેગ ન પામવો. કારણ કે બધું સ્વામિનારાયણ ભગવાનની ઇચ્છાથી પ્રવર્તે છે.,Sukhmā chhakī na javu ane dukhmā udveg na pāmavo. Kāraṇ ke badhu Swāminārāyaṇ Bhagwānnī ichchhāthī pravarte chhe.,https://baps.box.com/shared/static/jrm21lhen51qqixqkt18l4rag6cux98t.mp3,1,"Sukhe noch-chhṛunkhalo bhūyād dukhe nodvegam āpnuyāt ।
Swāminārāyaṇechchhātah sarvam pravartate yataha ॥169॥",https://baps.box.com/shared/static/9yon7wnwwx75xqvp4tugj50lxz1b6vtg.mp3,shastri
Shloka 170,One should never argue or quarrel with anyone. One should always be well mannered and remain calm.,ક્યારેય પણ કોઈની સાથે વિવાદ કે કલહ ન જ કરવો. હંમેશાં વિવેકથી વર્તવું અને શાંતિ રાખવી.,Kyārey paṇ koīnī sāthe vivād ke kalah na ja karavo. Hammeshā vivekthī vartavu ane shānti rākhavī.,https://baps.box.com/shared/static/ogh0qi9zq1wh3nn89ahs4dr65mmevsx3.mp3,1,"Vivādah kalaho vā’pi naiva kāryah kadāchana ।
Vartitavyam vivekena rakṣhyā shāntish-cha sarvadā ॥170॥",https://baps.box.com/shared/static/o851xa0fdk9ddhbsepp0fdemn11ftyzq.mp3,shastri
Shloka 171,"One should never be harsh in speech, action, thought or writing.","કોઈ પણ મનુષ્યે પોતાનાં વચન, વર્તન, વિચાર તથા લખાણમાં કઠોરતા ક્યારેય ન રાખવી.","Koī paṇ manuṣhye potānā vachan, vartan, vichār tathā lakhāṇmā kaṭhortā kyārey na rākhavī.",https://baps.box.com/shared/static/ii8ahhsfmnbv3lv63iu4vj65ojt594bj.mp3,1,"Vachane vartane kvāpi vichāre lekhane tathā ।
Kaṭhoratām bhajen-naiva janah ko’pi kadāchana ॥171॥",https://baps.box.com/shared/static/xwji1poln5n06tv09khisund2i96yfkh.mp3,shastri
Shloka 172,Householder satsangis should serve their mother and father. They should bow to their feet every day.,ગૃહસ્થ સત્સંગીએ માતા-પિતાની સેવા કરવી. પ્રતિદિન તેમનાં ચરણોમાં નમસ્કાર કરવા.,Gṛuhasth satsangīe mātā-pitānī sevā karavī. Pratidin temanā charaṇomā namaskār karavā.,https://baps.box.com/shared/static/mcbfcdca4kiu5omfaapc21s7qwygsvsv.mp3,1,"Sevām mātuh pituh kuryād gṛuhī satsangam āshritaha ।
Prati-dinam namaskāram tat-pādeṣhu nivedayet ॥172॥",https://baps.box.com/shared/static/c559wjajnpo1q8tkbqgxo63sfya3paon.mp3,shastri
Shloka 173,A wife should serve her father-in-law as her own father and mother-in-law as her own mother. A father- and mother-in-law should care for their daughter-in-law as they would for their own daughter.,વહુએ સસરાની સેવા પિતાતુલ્ય ગણી અને સાસુની સેવા માતાતુલ્ય ગણી કરવી. સાસુ-સસરાએ પણ પુત્રવધૂનું પોતાની પુત્રીની જેમ પાલન કરવું.,Vahue sasarānī sevā pitātulya gaṇī ane sāsunī sevā mātātulya gaṇī karavī. Sāsu-sasarāe paṇ putra-vadhūnu potānī putrīnī jem pālan karavu.,https://baps.box.com/shared/static/nqhx5i033o6n4eswyovekp04vhqd4icj.mp3,1,"Shvashurah pitṛuvat sevyo vadhvā shvashrūsh-cha mātṛuvat ।
Sva-putrīvat snuṣhā pālyā shvashrvā’pi shvashureṇa cha ॥173॥",https://baps.box.com/shared/static/gkwxb47ve1f0q4vaatrxxz6mo13tq9q2.mp3,shastri
Shloka 174,"Householders should diligently nurture their sons and daughters through satsang, education and other activities. They should affectionately care for their other relatives according to their means.","ગૃહસ્થોએ દીકરા-દીકરીઓનું સત્સંગ, શિક્ષણ વગેરેથી સારી રીતે પોષણ કરવું. અન્ય સંબંધીઓની પોતાની શક્તિ પ્રમાણે ભાવથી સેવા કરવી.","Gṛuhasthoe dīkarā-dīkarīonu satsang, shikṣhaṇ vagerethī sārī rīte poṣhaṇ karavu. Anya sambandhīonī potānī shakti pramāṇe bhāvthī sevā karavī.",https://baps.box.com/shared/static/sdw4z9t47etchw6xnzkpx5g5vpjlvd3z.mp3,1,"Sampālyāh putra-putryash-cha satsanga-shikṣhaṇādinā ।
Anye sambandhinah sevyā yathā-shakti cha bhāvataha ॥174॥",https://baps.box.com/shared/static/ogjrd2gsd84movuu8elk0r8sfv24a5o3.mp3,shastri
Shloka 175,One should speak pleasantly at home. One should renounce bitter speech and not harm others with malicious intent.,ઘરમાં મધુર વાણી બોલવી. કડવી વાણીનો ત્યાગ કરવો અને મલિન આશયથી કોઈને પીડા ન પહોંચાડવી.,Gharmā madhur vāṇī bolavī. Kaḍavī vāṇīno tyāg karavo ane malin āshaythī koīne pīḍā na pahonchāḍavī.,https://baps.box.com/shared/static/6wb74wbi1n42c3wu0pxci3xsgzq081jq.mp3,1,"Gṛuhe hi madhurām vāṇīm vaded vācham tyajet kaṭum ।
Kam api pīḍitam naiva prakuryād malinā’shayāt ॥175॥",https://baps.box.com/shared/static/8ygqvvgc3nfjd9ndknby4g744c7dqjoo.mp3,shastri
Shloka 176,Householders should joyously eat meals together at home and provide hospitality to guests according to their means. ,ગૃહસ્થોએ પોતાના ઘરમાં ભેગા મળી આનંદે ભોજન કરવું અને ઘરે પધારેલા અતિથિની પોતાની શક્તિ પ્રમાણે સંભાવના કરવી.,Gṛuhasthoe potānā gharmā bhegā maḷī ānande bhojan karavu ane ghare padhārelā atithinī potānī shakti pramāṇe sambhāvanā karavī.,https://baps.box.com/shared/static/8pj60gqp2jwtwa51mp4l8qkvd57oajtz.mp3,1,"Militvā bhojanam kāryam gṛuhasthaih sva-gṛuhe mudā ।
Atithir hi yathā-shakti sambhāvya āgato gṛuham ॥176॥",https://baps.box.com/shared/static/yc8pbc8pjzy1zz5u7z56eui3ff98flks.mp3,shastri
Shloka 177,"In the event of a death or other sadoccasions, one should perform additional acts of devotion, sing kirtans, engage in discourses and remember Akshar-Purushottam Maharaj.","મરણ આદિ પ્રસંગોમાં વિશેષ ભજન-કીર્તન કરવું, કથા કરવી, અક્ષરપુરુષોત્તમ મહારાજનું સ્મરણ કરવું.","Maraṇ ādi prasangomā visheṣh bhajan-kīrtan karavu, kathā karavī, Akṣhar-Puruṣhottam Mahārājnu smaraṇ karavu.",https://baps.box.com/shared/static/ae8vd5bx9j7sz67tgqjtxdcrv267oqyn.mp3,1,"Maraṇādi-prasangeṣhu kathā-bhajana-kīrtanam ।
Kāryam visheṣhatah smāryo hyakṣhara-Puruṣhottamah ॥177॥",https://baps.box.com/shared/static/ne913u7ffqrkuzyey6as57k6t2kq0lx2.mp3,shastri
Shloka 178,"One should always impart sanskārs to one’s sons and daughters by teaching them the divine principles of satsang, good conduct and virtues.","દીકરી કે દીકરા એવાં પોતાનાં સંતાનોને સત્સંગના દિવ્ય સિદ્ધાંતો, સારાં આચરણો અને સદ્‌ગુણો વડે સદા સંસ્કાર આપવા.","Dīkarī ke dīkarā evā potānā santānone satsangnā divya siddhānto, sārā ācharaṇo ane sadguṇo vaḍe sadā sanskār āpavā.",https://baps.box.com/shared/static/3f25enhhb9rkqjjasst5osvql07jc348.mp3,1,"Putrī-putrātmikā svasya sanskāryā santatih sadā ।
Satsanga-divya-siddhāntaih sad-āchāraish-cha sadguṇaihi ॥178॥",https://baps.box.com/shared/static/4hdu9agaxn4iqbgrbmpmdmf45706j6iv.mp3,shastri
Shloka 179,"From when a child is in the womb, one should instil sanskārs and conviction in Akshar-Purushottam Maharaj by reading the sacred texts of satsang and through other [noble] acts.",સંતાન જ્યારે ગર્ભમાં હોય ત્યારથી જ તેને સત્સંગ સંબંધી શાસ્ત્રોનું વાંચન વગેરે કરીને સંસ્કાર આપવા અને અક્ષરપુરુષોત્તમ મહારાજને વિષે નિષ્ઠા પૂરવી.,Santān jyāre garbhamā hoy tyārthī ja tene satsang sambandhī shāstronu vānchan vagere karīne sanskār āpavā ane Akṣhar-Puruṣhottam Mahārājne viṣhe niṣhṭhā pūravī.,https://baps.box.com/shared/static/72ezseil7fbi79n24ldmlna82kd757fc.mp3,1,"Satsanga-shāstra-pāṭhādyair-garbha-sthām eva santatim ।
Sanskuryāt pūrayen-niṣhṭhām Akṣhara-Puruṣhottame ॥179॥",https://baps.box.com/shared/static/u2hdxvi7snw4fm3uec6hye8135jixd74.mp3,shastri
Shloka 180,"Men should never look at women with a wrong intent. In the same manner, women should also never look at men with wrong intent. ",પુરુષો ક્યારેય કુદૃષ્ટિએ કરીને સ્ત્રીઓને ન જુએ. તે જ રીતે સ્ત્રીઓ પણ કુદૃષ્ટિએ કરીને પુરુષોને ન જુએ.,Puruṣho kyārey kudṛuṣhṭie karīne strīone na jue. Te ja rīte strīo paṇ kudṛuṣhṭie karīne puruṣhone na jue.,https://baps.box.com/shared/static/r78ydnymid8h8apfmlbfzix91kwxfdsx.mp3,1,"Kudṛaṣhṭyā puruṣhair naiva striyo dṛushyāh kadāchana ।
Evam eva kudṛuṣhṭyā cha strībhir dṛushyā na pūruṣhāhā ॥180॥",https://baps.box.com/shared/static/hl8xtq93jeplx2onktr8kny72h6uz9cl.mp3,shastri
Shloka 181,"Except in emergency situations, married men should never remain alone anywhere with women other than their wife.",ગૃહસ્થાશ્રમમાં રહ્યા એવા પુરુષોએ પોતાની પત્ની સિવાય અન્ય સ્ત્રીઓ સાથે આપત્કાળ વિના ક્યાંય પણ એકાંતમાં ન રહેવું.,Gṛuhasthāshrammā rahyā evā puruṣhoe potānī patnī sivāya anya strīo sāthe āpatkāḷ vinā kyāy paṇ ekāntmā na rahevu.,https://baps.box.com/shared/static/5xqtiavcd6a034cnwjxvi0ajhzknch9f.mp3,1,"Svīya-patnītarābhis-tu rahasi vasanam saha ।
Āpat-kālam vinā kvāpi na kuryur gṛuhiṇo narāhā ॥181॥",https://baps.box.com/shared/static/ke1j0gtkddvazqn8f2io9j312y1z8ybk.mp3,shastri
Shloka 182,"Similarly, [married] women should never remain alone with men other than their husband, except in emergency situations.",તે જ રીતે સ્ત્રીઓએ પણ પોતાના પતિ સિવાય અન્ય પુરુષો સાથે આપત્કાળ વિના એકાંતમાં ન રહેવું.,Te ja rīte strīoe paṇ potānā pati sivāy anya puruṣho sāthe āpatkāḷ vinā ekāntmā na rahevu.,https://baps.box.com/shared/static/5jp5xrjg6r2dnrjyk5pmn5cv90iyp3ce.mp3,1,"Tathaiva na hi nāryo’pi tiṣhṭheyuh sva-patītaraihi ।
Puruṣhaih sākam-ekānte hyāpatti-samayam vinā ॥182॥",https://baps.box.com/shared/static/idiw0beyezt1z6g6uph6ppyt92dt8gg1.mp3,shastri
